sampleName	Scer	Spar	otherAmplifiedITS	otherGrowth	substrate	fieldDate	weight	isolationTemp	hostName	site	species	hostType	latitude	longitude	elevation	circum	pH
FRI13b	0	0	0	1	bark	26/08/2011	0.67	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI13c	0	0	0	1	bark	26/08/2011	0.9	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI13d	0	0	0	1	bark	26/08/2011	0.59	30	FRI13	FRI	Quercusrobur	oak	50.928883	-1.655967	127.4	3.76	4.5
FRI14a	0	0	0	0	bark	26/08/2011	0.37	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI14b	0	0	0	1	bark	26/08/2011	0.93	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI14c	0	0	0	1	bark	26/08/2011	0.31	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI14d	0	1	0	0	bark	26/08/2011	0.55	30	FRI14	FRI	Quercusrobur	oak	50.929333	-1.655383	132.9	2.88	3.5
FRI15a	0	0	0	1	bark	26/08/2011	0.83	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI15b	0	0	0	0	bark	26/08/2011	0.74	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI15c	0	0	0	0	bark	26/08/2011	0.48	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI15d	0	0	0	1	bark	26/08/2011	0.31	30	FRI15	FRI	Quercuspetraea	oak	50.929967	-1.65555	133.2	2.34	4.5
FRI1a	0	0	0	1	bark	26/08/2011	0.59	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI1b	0	0	0	1	bark	26/08/2011	1.2	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI1c	0	1	0	0	bark	26/08/2011	0.95	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI1d	0	0	0	1	bark	26/08/2011	0.75	30	FRI1	FRI	Quercuspetraea	oak	50.928117	-1.656017	187.5	3.52	4.5
FRI2a	0	0	0	1	bark	26/08/2011	1.16	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI2b	0	0	0	1	bark	26/08/2011	1.08	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI2c	0	0	0	1	bark	26/08/2011	0.37	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI2d	0	1	0	0	bark	26/08/2011	0.74	30	FRI2	FRI	Quercusrobur	oak	50.928033	-1.655867	177.4	3.73	3.5
FRI3a	0	1	0	0	bark	26/08/2011	0.81	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI3b	0	0	0	1	bark	26/08/2011	0.44	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI3c	0	0	0	1	bark	26/08/2011	0.63	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI3d	0	0	0	1	bark	26/08/2011	0.63	30	FRI3	FRI	Quercusrobur	oak	50.928233	-1.6559	103.9	NA	3.5
FRI4a	0	0	0	1	bark	26/08/2011	1.47	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI4b	0	0	0	1	bark	26/08/2011	1.47	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI4c	0	0	0	0	bark	26/08/2011	0.56	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI4d	0	1	0	0	bark	26/08/2011	0.3	30	FRI4	FRI	Quercusrobur	oak	50.928267	-1.655633	75	3.79	3.5
FRI5a	0	0	0	0	bark	26/08/2011	2.08	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI5b	0	0	0	1	bark	26/08/2011	2.03	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI5c	0	0	0	1	bark	26/08/2011	1.38	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI5d	0	0	1	1	bark	26/08/2011	1.06	30	FRI5	FRI	Quercusrobur	oak	50.928067	-1.656	113.4	2.83	4.5
FRI6a	0	1	0	0	bark	26/08/2011	1.37	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI6b	0	0	0	1	bark	26/08/2011	1.64	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI6c	0	0	0	1	bark	26/08/2011	0.95	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI6d	0	0	0	1	bark	26/08/2011	1.03	30	FRI6	FRI	Quercusrobur	oak	50.928783	-1.6559	88.1	3.4	4
FRI7a	0	0	0	1	bark	26/08/2011	0.65	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI7b	0	0	0	1	bark	26/08/2011	0.52	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI7c	0	0	0	1	bark	26/08/2011	0.9	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI7d	0	0	0	0	bark	26/08/2011	0.36	30	FRI7	FRI	Quercusrobur	oak	50.927833	-1.65565	87.2	3.21	3.5
FRI8a	0	0	0	1	bark	26/08/2011	0.85	30	FRI8	FRI	Quercusrobur	oak	50.928467	-1.655117	87.5	NA	4.5
FRI8b	0	0	0	1	bark	26/08/2011	0.45	30	FRI8	FRI	Quercusrobur	oak	50.928467	-1.655117	87.5	NA	4.5
FRI8c	0	0	0	0	bark	26/08/2011	1.33	30	FRI8	FRI	Quercusrobur	oak	50.928467	-1.655117	87.5	NA	4.5
FRI8d	0	0	0	1	bark	26/08/2011	0.49	30	FRI8	FRI	Quercusrobur	oak	50.928467	-1.655117	87.5	NA	4.5
FRI9a	0	0	0	1	bark	26/08/2011	1.23	30	FRI9	FRI	Quercusrobur	oak	50.928467	-1.655117	90.5	3.43	4.5
FRI9b	0	0	1	0	bark	26/08/2011	1.78	30	FRI9	FRI	Quercusrobur	oak	50.928467	-1.655117	90.5	3.43	4.5
FRI9c	0	0	0	1	bark	26/08/2011	0.61	30	FRI9	FRI	Quercusrobur	oak	50.928467	-1.655117	90.5	3.43	4.5
FRI9d	0	0	2	1	bark	26/08/2011	0.58	30	FRI9	FRI	Quercusrobur	oak	50.928467	-1.655117	90.5	3.43	4.5
IGC1a	0	0	0	1	fig	04/08/2011	5.45	30	IGC1	IGC	Ficuscarica	fig	38.69225	-9.3165	NA	NA	NA
IGC1b	0	0	1	1	fig	04/08/2011	24.84	30	IGC1	IGC	Ficuscarica	fig	38.69225	-9.3165	NA	NA	NA
IGC1c	0	0	0	1	fig	04/08/2011	32.55	30	IGC1	IGC	Ficuscarica	fig	38.69225	-9.3165	NA	NA	NA
IGC1d	0	0	0	1	fig	04/08/2011	31.47	30	IGC1	IGC	Ficuscarica	fig	38.69225	-9.3165	NA	NA	NA
